Name:Surname:Surname1:Surname2:account:Dni:Delegation:Departament:Enabled:Password:TurnPassDays:email:Change:Computer:EmailList:Path
BASILIO:PUJOL GOMIS:PUJOL:GOMIS:BPUJOLG:12345685-H:UPV:DepPrensa_VERA:S:12345685-H:30:BPUJOLG@vera.upv.es:S:W10-001:S:OU=DepPrensa_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
MIRIAM:JUAN VALENCIA:JUAN:VALENCIA:MJUANV:12345686-I:UPV:DepPrensa_VERA:S:12345686-I:30:MJUANV@vera.upv.es:S:W10-002:S:OU=DepPrensa_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
IGNACIO:CHAVES VARGAS:CHAVES:VARGAS:ICHAVESV:12345687-J:UPV:DepAdministracion_VERA:S:12345687-J:30:ICHAVESV@vera.upv.es:S:W10-003:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
LAURA:ALBA ARIAS:ALBA:ARIAS:LALBAA:12345688-K:UPV:DepAdministracion_VERA:S:12345688-K:30:LALBAA@vera.upv.es:S:W10-004:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
JORGE:CARVALHO PELLICER:CARVALHO:PELLICER:JCARVALHOP:12345689-L:UPV:DepAdministracion_VERA:S:12345689-L:30:JCARVALHOP@vera.upv.es:S:W10-005:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
ANTONIO:CAMPOS GALLEGO:CAMPOS:GALLEGO:ACAMPOSG:12345690-M:UPV:DepAdministracion_VERA:S:12345690-M:30:ACAMPOSG@vera.upv.es:S:W10-006:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
CLAUDIO:MONCHO AGUILAR:MONCHO:AGUILAR:CMONCHOA:12345691-N:UPV:DepAdministracion_VERA:S:12345691-N:30:CMONCHOA@vera.upv.es:S:W10-007:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
PEPE:CHAVES CAMPOS:CHAVES:CAMPOS:PCHAVESC:12345692-O:UPV:DepAdministracion_VERA:S:12345692-O:30:PCHAVESC@vera.upv.es:S:W10-008:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
SARA:ALBA MONCHO:ALBA:MONCHO:SALBAM:12345693-P:UPV:DepAdministracion_VERA:S:12345693-P:30:SALBAM@vera.upv.es:S:W10-009:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
ISABEL:CARVALHO ALABAU:CARVALHO:ALABAU:ICARVALHOA:12345694-Q:UPV:DepAdministracion_VERA:S:12345694-Q:30:ICARVALHOA@vera.upv.es:S:W10-010:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
FRANCISCO:CAMPOS GOMIS:CAMPOS:GOMIS:FCAMPOSG:12345695-R:UPV:DepAdministracion_VERA:S:12345695-R:30:FCAMPOSG@vera.upv.es:S:W10-011:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
BASILIO:MONCHO COELLO:MONCHO:COELLO:BMONCHOC:12345696-S:UPV:DepAdministracion_VERA:S:12345696-S:30:BMONCHOC@vera.upv.es:S:W10-012:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
MIRIAM:JUAN PUJOL:JUAN:PUJOL:MJUANP:12345697-T:UPV:DepAdministracion_VERA:S:12345697-T:30:MJUANP@vera.upv.es:S:W10-013:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
IGNACIO:CHAVES JUAN:CHAVES:JUAN:ICHAVESJ:12345698-U:UPV:DepAdministracion_VERA:S:12345698-U:30:ICHAVESJ@vera.upv.es:S:W10-014:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
LAURA:ALBA ALABAU:ALBA:ALABAU:LALBAA:12345699-V:UPV:DepAdministracion_VERA:S:12345699-V:30:LALBAA@vera.upv.es:S:W10-015:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
JORGE:CARVALHO GOMIS:CARVALHO:GOMIS:JCARVALHOG:12345700-W:UPV:DepAdministracion_VERA:S:12345700-W:30:JCARVALHOG@vera.upv.es:S:W10-016:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
ANTONIO:ALABAU VALENCIA:ALABAU:VALENCIA:AALABAUV:12345701-X:UPV:DepAdministracion_VERA:S:12345701-X:30:AALABAUV@vera.upv.es:S:W10-017:S:OU=DepAdministracion_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
CLAUDIO:GOMIS CAMPOS:GOMIS:CAMPOS:CGOMISC:12345702-Y:UPV:DepInformatica_VERA:S:12345702-Y:15:CGOMISC@vera.upv.es:S:W10-018:S:OU=DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
SUSANA:VALENCIA MONCHO:VALENCIA:MONCHO:SVALENCIAM:12345703-Z:UPV:DepInformatica_VERA:S:12345703-Z:15:SVALENCIAM@vera.upv.es:S:W10-019:S:DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
PEDRO:CHAVES ALABAU:CHAVES:ALABAU:PCHAVESA:12345704-A:UPV:DepInformatica_VERA:S:12345704-A:15:PCHAVESA@vera.upv.es:S:W10-020:S:DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
PIEDAD:ALBA GOMIS:ALBA:GOMIS:PALBAG:12345705-B:UPV:DepInformatica_VERA:S:12345705-B:15:PALBAG@vera.upv.es:S:W10-021:S:DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
MANUEL:CARVALHO VALENCIA:CARVALHO:VALENCIA:MCARVALHOV:12345706-C:UPV:DepInformatica_VERA:S:12345706-C:15:MCARVALHOV@vera.upv.es:S:W10-022:S:DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
JAVIER:CAMPOS VARGAS:CAMPOS:VARGAS:JCAMPOSV:12345707-D:UPV:DepInformatica_VERA:S:12345707-D:15:JCAMPOSV@vera.upv.es:S:W10-023:S:DepInformatica_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
EVA:MONCHO CARVALHO:MONCHO:CARVALHO:EMONCHOC:12345708-E:UPV:DepRectorado_VERA:S:12345708-E:30:EMONCHOC@vera.upv.es:S:UD18-001:S:DepRectorado_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
RODRIGO:CHAVES CAMPOS:CHAVES:CAMPOS:RCHAVESC:12345709-F:UPV:DepRectorado_VERA:S:12345709-F:30:RCHAVESC@vera.upv.es:S:UD18-002:S:DepRectorado_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
JOHANN:ALBA CHAVES:ALBA:CHAVES:JALBAC:12345710-G:UPV:DepRectorado_VERA:S:12345710-G:30:JALBAC@vera.upv.es:S:UD18-003:S:DepRectorado_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
BENITO:APARICIO ROJALES:APARICIO:ROJALES:BAPARICIOR:12345711-H:UPV:DepRectorado_VERA:S:12345711-H:30:BAPARICIOR@vera.upv.es:S:UD18-004:S:DepRectorado_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
JORGE:BUSTOS MUÑOZ:BUSTOS:MUÑOZ:JBUSTOSM:12345712-H:UPV:DepRectorado_VERA:S:12345712-H:30:JBUSTOSM@vera.upv.es:S:UD18-005:S:DepRectorado_VERA,OU=DepartamentosVERA,DC=vera,DC=upv,DC=es
